Metric, Organic traffic, Organic pages, Organic positions: 1–3, Organic positions: 4–10, SERP Features: Featured snippet (Owned), SERP Features: AI Overview (Owned), SERP Features: Local pack (Owned), SERP Features: Sitelinks (Owned), SERP Features: Top stories (Owned), SERP Features: Image pack (Owned), SERP Features: Videos (Owned), SERP Features: Discussions and forums (Owned), SERP Features: X (Twitter) (Owned), SERP Features: Top ads (Owned), SERP Features: Bottom ads (Owned), SERP Features: Paid sitelinks (Owned), SERP Features: Shopping ads (Owned), SERP Features: Knowledge card (Owned), SERP Features: Knowledge panel (Owned), SERP Features: People also ask (Owned), SERP Features: Thumbnail (Owned), SERP Features: Video preview (Owned), SERP Features: Shopping (Owned), Organic entities (traffic): Skyscanner, Organic entities (traffic): United Airlines, Organic entities (traffic): Southwest Airlines, Organic entities (traffic): Delta Air Lines, Organic entities (traffic): JetBlue, Organic traffic: Branded, Organic traffic: Non-branded, Organic positions by intent: Informational, Organic positions by intent: Navigational, Organic positions by intent: Commercial, Organic positions by intent: Transactional, Organic positions by intent: Branded, Organic positions by intent: Local
Volume, Monthly volume, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, Monthly volume, Monthly volume, Monthly volume, Monthly volume, Monthly volume, Monthly volume, Monthly volume, -, -, -, -, -, -
Location, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations
2021-01-31, 160514, 1533, 8988, 25844, 1371., 0., 0., 2597., 0., 3816., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 403., 0., 0., 17478, 1359, 1783, 787, 423, 37307, 123207, 163383, 7417, 64072, 27512, 56970, 39521
2021-02-01, 161881, 1533, 9017, 25805, 1358., 0., 0., 2559., 0., 3883., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 388., 0., 0., 16958, 1357, 1840, 781, 424, 37619, 124262, 163148, 7410, 63963, 27449, 56865, 39460
2021-02-02, 162426, 1533, 9003, 25750, 1340., 0., 0., 2520., 0., 3942., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 383., 0., 0., 18622, 1357, 1837, 764, 423, 38652, 123774, 162916, 7406, 63859, 27393, 56752, 39392
2021-02-03, 171096, 1532, 9003, 25766, 1327., 0., 0., 2547., 0., 3984., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 375., 0., 0., 18578, 1381, 1828, 762, 393, 38343, 132753, 162785, 7381, 63753, 27361, 56669, 39332
2021-02-04, 170394, 1532, 9025, 25814, 1332., 0., 0., 2551., 0., 4037., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 373., 0., 0., 18684, 1379, 1785, 761, 393, 38353, 132040, 162810, 7385, 63776, 27390, 56680, 39289
2021-02-05, 170162, 1533, 9124, 25824, 1325., 0., 0., 2581., 0., 4058., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 378., 0., 0., 18619, 1396, 1719, 753, 392, 38942, 131220, 162887, 7383, 63877, 27413, 56707, 39315
2021-02-06, 157717, 1529, 9191, 25886, 1322., 0., 0., 2549., 0., 4093., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 378., 0., 0., 5888, 1413, 1673, 743, 392, 25991, 131726, 162867, 7381, 63925, 27409, 56705, 39299
2021-02-07, 159432, 1527, 9167, 25836, 1322., 0., 0., 2514., 0., 4124., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 379., 0., 0., 5909, 1414, 1672, 823, 392, 25913, 133520, 162470, 7366, 63757, 27323, 56565, 39220
2021-02-08, 159492, 1528, 9131, 25844, 1318., 0., 0., 2495., 0., 4140., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 376., 0., 0., 5957, 1411, 1677, 821, 392, 25967, 133525, 162209, 7352, 63699, 27290, 56488, 39200
2021-02-09, 171431, 1531, 9109, 25834, 1329., 0., 0., 2491., 0., 4184., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 377., 0., 0., 17767, 1416, 1672, 822, 389, 37776, 133655, 161957, 7329, 63575, 27184, 56400, 39182
2021-02-10, 173393, 1530, 9122, 25781, 1320., 0., 0., 2534., 0., 4180., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 377., 0., 0., 18488, 1428, 1997, 814, 389, 39102, 134291, 161713, 7323, 63488, 27156, 56378, 39160
2021-02-11, 160925, 1532, 9141, 25820, 1314., 0., 0., 2617., 0., 4214., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 374., 0., 0., 5767, 1454, 1993, 811, 396, 26658, 134267, 161503, 7300, 63434, 27104, 56292, 39139
2021-02-12, 160187, 1535, 9198, 25889, 1307., 0., 0., 2683., 0., 4220., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 378., 0., 0., 5665, 1464, 1725, 807, 395, 25577, 134611, 161380, 7311, 63423, 27085, 56273, 39177
2021-02-13, 171063, 1533, 9246, 25954, 1292., 0., 0., 2691., 0., 4235., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 373., 0., 0., 18544, 1473, 1734, 804, 395, 38417, 132646, 161172, 7309, 63407, 27078, 56232, 39161
2021-02-14, 171321, 1529, 9234, 25952, 1291., 0., 0., 2693., 0., 4236., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 374., 0., 0., 18549, 1510, 1889, 800, 394, 38861, 132460, 160944, 7304, 63329, 27058, 56170, 39135
2021-02-15, 171504, 1529, 9237, 25946, 1287., 0., 0., 2686., 0., 4267., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 375., 0., 0., 18551, 1512, 1895, 800, 394, 38600, 132904, 160857, 7301, 63286, 27035, 56128, 39126
2021-02-16, 171695, 1529, 9225, 25937, 1278., 0., 0., 2677., 0., 4275., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 378., 0., 0., 18550, 1514, 1896, 800, 393, 38586, 133109, 160639, 7315, 63199, 26997, 56083, 39118
2021-02-17, 158294, 1526, 9286, 25957, 1271., 0., 0., 2697., 0., 4305., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 383., 0., 0., 5802, 1515, 1896, 798, 393, 25723, 132572, 160468, 7291, 63156, 26952, 56035, 39111
2021-02-18, 157246, 1517, 9432, 26077, 1256., 0., 0., 2722., 0., 4312., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 378., 0., 0., 5758, 1508, 1982, 758, 393, 24631, 132615, 160244, 7287, 63189, 26963, 55972, 39104
2021-02-19, 158270, 1518, 9432, 26101, 1242., 0., 0., 2760., 0., 4316., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 373., 0., 0., 5696, 1505, 1968, 759, 393, 24800, 133470, 159848, 7281, 63070, 26920, 55815, 39028
2021-02-20, 158840, 1517, 9581, 26229, 1230., 0., 0., 2779., 0., 4333., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 374., 0., 0., 5761, 1484, 2060, 750, 345, 25700, 133139, 159596, 7266, 63076, 26944, 55703, 38959
2021-02-21, 156709, 1509, 9623, 26282, 1209., 0., 0., 2783., 0., 4374., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 375., 0., 0., 5676, 1501, 1936, 743, 326, 24204, 132506, 159215, 7269, 62947, 26868, 55605, 38821
2021-02-22, 156410, 1509, 9665, 26307, 1193., 0., 0., 2792., 0., 4375., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 376., 0., 0., 5722, 1502, 1929, 734, 286, 23338, 133072, 158852, 7252, 62855, 26850, 55469, 38766
2021-02-23, 176335, 1509, 9663, 26315, 1179., 0., 0., 2810., 0., 4361., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 371., 0., 0., 18359, 1507, 1932, 715, 285, 36826, 139508, 158387, 7241, 62784, 26821, 55370, 38636
2021-02-24, 174900, 1505, 9688, 26297, 1169., 0., 0., 2829., 0., 4366., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 369., 0., 0., 18310, 1509, 1983, 712, 285, 36789, 138110, 157974, 7219, 62694, 26802, 55185, 38547
2021-02-25, 161260, 1494, 9787, 26317, 1149., 0., 0., 3021., 0., 4343., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 379., 0., 0., 5525, 1511, 1787, 749, 284, 23887, 137374, 157829, 7208, 62701, 26810, 55074, 38560
2021-02-26, 160931, 1491, 9931, 26545, 1137., 0., 0., 3263., 0., 4386., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 379., 0., 0., 5452, 1500, 1788, 744, 347, 24779, 136152, 157867, 7235, 62868, 26924, 55091, 38533
2021-02-27, 155130, 1488, 10052, 26761, 1127., 0., 0., 3388., 0., 4380., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 384., 0., 0., 5452, 1454, 1820, 740, 346, 23867, 131263, 158031, 7327, 63060, 27025, 55248, 38559
2021-02-28, 156492, 1486, 10085, 26848, 1120., 0., 0., 3368., 0., 4380., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 375., 0., 0., 5415, 1457, 1799, 737, 349, 23540, 132952, 157924, 7340, 63086, 27059, 55245, 38518
2021-03-01, 163642, 1475, 9995, 26782, 1118., 0., 0., 3358., 0., 4356., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 372., 0., 0., 6031, 1450, 2293, 734, 403, 26176, 137466, 157515, 7316, 62947, 26975, 55037, 38397
2021-03-02, 170904, 1468, 9881, 26699, 1104., 0., 0., 3594., 0., 4315., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 365., 0., 0., 6539, 1443, 2289, 742, 409, 29043, 141861, 157080, 7284, 62791, 26888, 54841, 38281
2021-03-03, 188417, 1461, 9925, 26799, 1092., 0., 0., 3774., 0., 4290., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 372., 0., 0., 17570, 1510, 1687, 822, 408, 38833, 149585, 156935, 7327, 62826, 26946, 54867, 38264
2021-03-04, 190816, 1450, 9927, 26901, 1083., 0., 0., 3878., 0., 4290., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 365., 0., 0., 17719, 1509, 1699, 807, 422, 38780, 152036, 156721, 7368, 62775, 26931, 54871, 38193
2021-03-05, 192072, 1444, 9906, 26917, 1069., 0., 0., 3989., 0., 4290., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 358., 0., 0., 17788, 1504, 1703, 2472, 422, 40257, 151815, 156597, 7378, 62737, 26949, 54844, 38178
2021-03-06, 177302, 1436, 9828, 26916, 1051., 0., 0., 4086., 0., 4290., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 352., 0., 0., 17838, 1505, 1747, 2405, 422, 40704, 136598, 156381, 7399, 62625, 26916, 54784, 38096
2021-03-07, 182423, 1431, 9807, 26975, 1053., 0., 0., 4231., 0., 4265., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 359., 0., 0., 23604, 1503, 1899, 651, 421, 46917, 135506, 156385, 7385, 62594, 26886, 54782, 38070
2021-03-08, 185343, 1423, 9880, 27075, 1054., 0., 0., 4420., 0., 4250., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 364., 0., 0., 23734, 1528, 1960, 817, 420, 47294, 138049, 156459, 7407, 62643, 26967, 54772, 38035
2021-03-09, 185267, 1422, 9973, 27247, 1042., 0., 0., 4522., 0., 4251., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 360., 0., 0., 23814, 1513, 1957, 927, 420, 47594, 137673, 156605, 7463, 62707, 27031, 54880, 38008
2021-03-10, 185203, 1413, 9999, 27354, 1038., 0., 0., 4841., 0., 4228., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 368., 0., 0., 23773, 1518, 1910, 946, 420, 46506, 138697, 156666, 7494, 62766, 27073, 54940, 37980
2021-03-11, 168799, 1399, 10134, 27697, 1036., 0., 0., 5072., 0., 4226., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 380., 0., 0., 6806, 1511, 2117, 791, 635, 29628, 139171, 156896, 7580, 62964, 27216, 55134, 37985
2021-03-12, 186363, 1389, 10219, 27940, 1041., 0., 0., 5327., 0., 4206., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 385., 0., 0., 23831, 1506, 2042, 817, 472, 47104, 139259, 157127, 7678, 63172, 27359, 55354, 37996
2021-03-13, 186138, 1382, 10339, 28206, 1041., 0., 0., 5437., 0., 4197., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 390., 0., 0., 23938, 1482, 1973, 855, 492, 47349, 138789, 157523, 7819, 63441, 27493, 55618, 38036
2021-03-14, 185895, 1375, 10387, 28367, 1044., 0., 0., 5597., 0., 4219., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 396., 0., 0., 23889, 1477, 1991, 879, 450, 48137, 137758, 157716, 7859, 63537, 27564, 55704, 38065
2021-03-15, 186245, 1375, 10400, 28470, 1055., 0., 0., 5769., 0., 4219., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 411., 0., 0., 23764, 1479, 2040, 897, 431, 48073, 138172, 157830, 7904, 63531, 27574, 55764, 38046
2021-03-16, 186017, 1373, 10459, 28618, 1061., 0., 0., 5842., 0., 4224., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 458., 0., 0., 23510, 1617, 2003, 968, 408, 48379, 137638, 158050, 7971, 63641, 27621, 55950, 38066
2021-03-17, 184846, 1372, 10299, 28621, 1058., 0., 0., 5871., 0., 4218., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 505., 0., 0., 23348, 1600, 2087, 1009, 404, 47741, 137105, 158025, 7997, 63536, 27569, 56038, 38029
2021-03-18, 172881, 1371, 10229, 28659, 1061., 0., 0., 5962., 0., 4213., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 531., 0., 0., 6808, 1470, 2105, 1036, 405, 30926, 141955, 157975, 7991, 63421, 27511, 56025, 38032
2021-03-19, 171768, 1370, 10209, 28678, 1073., 0., 0., 6047., 0., 4197., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 584., 0., 0., 6783, 1465, 2108, 1080, 402, 30240, 141528, 157999, 8025, 63412, 27492, 56065, 38003
2021-03-20, 172356, 1365, 10137, 28741, 1068., 0., 0., 6077., 0., 4196., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 589., 0., 0., 6816, 1454, 2120, 1156, 397, 30526, 141830, 157980, 8022, 63283, 27417, 56053, 37901
2021-03-21, 171601, 1366, 10145, 28752, 1077., 0., 0., 6219., 0., 4194., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 657., 0., 0., 6814, 1448, 2120, 1169, 397, 31024, 140577, 158018, 8020, 63296, 27414, 56068, 37897
2021-03-22, 172752, 1367, 10137, 28854, 1082., 0., 0., 6341., 0., 4168., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 686., 0., 0., 5665, 1445, 2885, 1234, 405, 29628, 143124, 158116, 8032, 63311, 27415, 56144, 37876
2021-03-23, 172051, 1363, 10142, 28970, 1089., 0., 0., 6425., 0., 4171., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 743., 0., 0., 5659, 1418, 2808, 1238, 405, 29691, 142359, 158262, 8064, 63353, 27429, 56234, 37891
2021-03-24, 174665, 1363, 10028, 29008, 1088., 0., 0., 6304., 0., 4152., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 795., 0., 0., 5633, 1423, 2802, 1274, 405, 31558, 143108, 158180, 8068, 63218, 27362, 56259, 37851
2021-03-25, 175583, 1358, 9824, 28875, 1108., 0., 0., 6204., 0., 4115., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 848., 0., 0., 6922, 1442, 2090, 1331, 388, 32406, 143177, 157705, 8016, 62862, 27199, 56047, 37710
2021-03-26, 175994, 1353, 9675, 28772, 1108., 0., 0., 6173., 0., 4122., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 869., 0., 0., 6903, 1476, 2104, 1371, 388, 32040, 143954, 157180, 7931, 62509, 27023, 55785, 37539
2021-03-27, 176591, 1355, 9657, 28759, 1113., 0., 0., 6333., 0., 4118., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 907., 0., 0., 6937, 1478, 2470, 1400, 398, 32363, 144228, 157098, 7912, 62429, 26991, 55706, 37509
2021-03-28, 178051, 1356, 9719, 28943, 1108., 0., 0., 6409., 0., 4167., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 968., 0., 0., 6711, 1476, 2430, 1430, 392, 32261, 145790, 157297, 7937, 62555, 27086, 55858, 37570
2021-03-29, 177134, 1359, 9782, 29087, 1107., 0., 0., 6383., 0., 4205., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 995., 0., 0., 6695, 1477, 2225, 1458, 335, 32119, 145015, 157353, 7978, 62600, 27121, 55936, 37576
2021-03-30, 175707, 1358, 9770, 29080, 1124., 0., 0., 6176., 0., 4264., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 1074., 0., 0., 5601, 1468, 2230, 1486, 335, 31024, 144683, 157412, 8006, 62612, 27117, 55987, 37609
2021-03-31, 177245, 1358, 9620, 28947, 1127., 0., 0., 6160., 0., 4277., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 1141., 0., 0., 5448, 1398, 2253, 1558, 339, 31020, 146225, 157151, 7959, 62408, 27003, 55781, 37541
2021-04-01, 182237, 1358, 9641, 28997, 1137., 0., 0., 6164., 0., 4310., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 1169., 0., 0., 6710, 1511, 2260, 1625, 339, 39725, 142511, 157195, 7948, 62408, 27020, 55773, 37563
2021-04-02, 182266, 1356, 9689, 29038, 1154., 0., 0., 6171., 0., 4325., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 1229., 0., 0., 6736, 1505, 2250, 1660, 346, 39578, 142688, 157291, 7968, 62487, 27060, 55833, 37586
2021-04-03, 176489, 1358, 9739, 29108, 1151., 0., 0., 6214., 0., 4346., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 1285., 0., 0., 4540, 1493, 2246, 1695, 391, 30189, 146301, 157340, 7992, 62478, 27076, 55897, 37602
2021-04-04, 174017, 1363, 9729, 29111, 1169., 0., 0., 6127., 0., 4356., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 1354., 0., 0., 4344, 1485, 2193, 1699, 384, 29868, 144148, 157311, 8018, 62586, 27129, 55961, 37590
2021-04-05, 169769, 1369, 9635, 29054, 1184., 0., 0., 6054., 0., 4353., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 1403., 0., 0., 4306, 1489, 2182, 1709, 328, 29521, 140249, 157134, 8020, 62551, 27110, 55929, 37511
2021-04-06, 169829, 1369, 9590, 28895, 1189., 0., 0., 5939., 0., 4351., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 1470., 0., 0., 4636, 1490, 2222, 1706, 354, 30012, 139818, 156907, 8002, 62481, 27081, 55890, 37433
2021-04-07, 170030, 1371, 9523, 28740, 1196., 0., 0., 5727., 0., 4345., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 1522., 0., 0., 6731, 1445, 2213, 1703, 354, 33521, 136510, 156611, 7975, 62404, 27020, 55805, 37321
2021-04-08, 169002, 1375, 9384, 28528, 1187., 0., 0., 5522., 0., 4333., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 1519., 0., 0., 6718, 1461, 2211, 1712, 324, 31748, 137255, 156224, 7910, 62223, 26915, 55697, 37134
2021-04-09, 167014, 1380, 9229, 28287, 1192., 0., 0., 5441., 0., 4299., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 1514., 0., 0., 4570, 1500, 2210, 1664, 324, 28006, 139008, 155759, 7826, 62009, 26804, 55493, 36986
2021-04-10, 165855, 1384, 9156, 28164, 1189., 0., 0., 5374., 0., 4279., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 1512., 0., 0., 4473, 1526, 2197, 1657, 323, 27814, 138041, 155516, 7774, 61894, 26741, 55405, 36873
2021-04-11, 165571, 1382, 9099, 28077, 1185., 0., 0., 5334., 0., 4252., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 1503., 0., 0., 4480, 1533, 2160, 1658, 324, 27708, 137863, 155379, 7738, 61819, 26705, 55378, 36815
2021-04-12, 165817, 1384, 9070, 28027, 1186., 0., 0., 5281., 0., 4196., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 1486., 0., 0., 4505, 1537, 2159, 1656, 323, 27736, 138081, 155304, 7703, 61743, 26658, 55341, 36802
2021-04-13, 167717, 1384, 8997, 27941, 1191., 0., 0., 5196., 0., 4140., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 1470., 0., 0., 6654, 1540, 2157, 1658, 324, 29855, 137862, 155000, 7672, 61606, 26600, 55230, 36691
2021-04-14, 168022, 1384, 8870, 27823, 1188., 0., 0., 5188., 0., 4103., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 1457., 0., 0., 6568, 1534, 2146, 1632, 326, 29680, 138343, 154625, 7625, 61407, 26527, 55059, 36543
2021-04-15, 167786, 1385, 8840, 27770, 1188., 0., 0., 5190., 0., 4048., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 1428., 0., 0., 6593, 1531, 2146, 1628, 325, 29700, 138087, 154448, 7606, 61296, 26461, 55014, 36474
2021-04-16, 165856, 1386, 8840, 27731, 1191., 0., 0., 5187., 0., 3991., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 1394., 0., 0., 6570, 1538, 2143, 1635, 324, 29617, 136239, 154268, 7590, 61185, 26451, 54971, 36430
2021-04-17, 165300, 1385, 8814, 27707, 1188., 0., 0., 5206., 0., 3950., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 1356., 0., 0., 6452, 1550, 2139, 1641, 347, 29488, 135811, 154120, 7549, 61117, 26446, 54872, 36395
2021-04-18, 163394, 1387, 8828, 27649, 1189., 0., 0., 5183., 0., 3841., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 1312., 0., 0., 4299, 1551, 2061, 1631, 348, 27225, 136169, 153997, 7544, 61074, 26432, 54801, 36347
2021-04-19, 166335, 1394, 8843, 27545, 1188., 0., 0., 5194., 0., 3754., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 1261., 0., 0., 4335, 1548, 2056, 1605, 348, 29694, 136641, 153705, 7508, 61004, 26420, 54719, 36275
2021-04-20, 166325, 1394, 8829, 27487, 1186., 0., 0., 5203., 0., 3692., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 1209., 0., 0., 6527, 1549, 2030, 1579, 408, 30842, 135482, 153582, 7488, 60998, 26394, 54716, 36235
2021-04-21, 168167, 1391, 8853, 27425, 1191., 0., 0., 5190., 0., 3623., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 1176., 0., 0., 6527, 1551, 2253, 1575, 411, 30934, 137233, 153355, 7460, 60922, 26389, 54622, 36165
2021-04-22, 168739, 1393, 8861, 27359, 1192., 0., 0., 5288., 0., 3541., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 1136., 0., 0., 6931, 1570, 2276, 1560, 359, 31405, 137334, 153184, 7442, 60922, 26391, 54560, 36115
2021-04-23, 166292, 1393, 8957, 27347, 1189., 0., 0., 5312., 0., 3507., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 1119., 0., 0., 6963, 1567, 2248, 1572, 311, 31277, 135015, 153146, 7462, 60947, 26385, 54577, 36034
2021-04-24, 163752, 1393, 8960, 27376, 1191., 0., 0., 5322., 0., 3507., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 1110., 0., 0., 4810, 1565, 2244, 1588, 679, 29495, 134258, 153231, 7467, 61019, 26405, 54667, 36048
2021-04-25, 163149, 1395, 8955, 27370, 1190., 0., 0., 5384., 0., 3482., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 1082., 0., 0., 4798, 1564, 2241, 1586, 679, 29016, 134132, 153234, 7471, 61034, 26417, 54681, 36045
2021-04-26, 162514, 1398, 8974, 27379, 1189., 0., 0., 5393., 0., 3467., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 1070., 0., 0., 4667, 1558, 2225, 1572, 680, 28630, 133884, 153311, 7464, 61129, 26446, 54769, 36004
2021-04-27, 166002, 1397, 8969, 27348, 1189., 0., 0., 5391., 0., 3458., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 1067., 0., 0., 4338, 1562, 2224, 1567, 682, 28265, 137737, 153273, 7461, 61119, 26440, 54751, 35957
2021-04-28, 165704, 1397, 8961, 27320, 1186., 0., 0., 5410., 0., 3422., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 1055., 0., 0., 4336, 1558, 2224, 1535, 682, 28205, 137499, 153168, 7451, 61074, 26422, 54712, 35930
2021-04-29, 167703, 1397, 8956, 27308, 1181., 0., 0., 5441., 0., 3411., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 1043., 0., 0., 4331, 1556, 2191, 2540, 682, 29032, 138672, 153105, 7440, 61098, 26418, 54702, 35892
2021-04-30, 167268, 1397, 8950, 27297, 1181., 0., 0., 5454., 0., 3388., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 1039., 0., 0., 4328, 1557, 2191, 2539, 682, 28993, 138275, 153019, 7434, 61062, 26393, 54662, 35878
2021-05-01, 166737, 1398, 8956, 27270, 1183., 0., 0., 5495., 0., 3348., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 1019., 0., 0., 4328, 1561, 2190, 2532, 453, 28736, 138001, 152975, 7440, 61038, 26391, 54633, 35878
2021-05-02, 167321, 1396, 8958, 27252, 1180., 0., 0., 5512., 0., 3293., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 993., 0., 0., 4334, 1558, 2191, 2504, 453, 29167, 138154, 153020, 7439, 61081, 26427, 54633, 35864
2021-05-03, 166923, 1399, 8934, 27252, 1172., 0., 0., 5551., 0., 3247., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 969., 0., 0., 4346, 1558, 1859, 2501, 452, 28785, 138138, 153145, 7431, 61109, 26428, 54712, 35898
2021-05-04, 159705, 1399, 8939, 27191, 1167., 0., 0., 5564., 0., 3213., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 958., 0., 0., 3355, 1556, 1853, 2492, 465, 25615, 134090, 153226, 7424, 61131, 26451, 54714, 35911
2021-05-05, 158808, 1398, 8943, 27168, 1164., 0., 0., 5582., 0., 3193., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 944., 0., 0., 3402, 1562, 1848, 1481, 467, 24640, 134168, 153206, 7410, 61123, 26449, 54691, 35904
2021-05-06, 158598, 1399, 8935, 27142, 1166., 0., 0., 5609., 0., 3175., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 931., 0., 0., 3419, 1555, 1851, 1484, 467, 24656, 133941, 153272, 7404, 61132, 26464, 54702, 35918
2021-05-07, 158567, 1399, 8936, 27130, 1167., 0., 0., 5619., 0., 3144., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 918., 0., 0., 3449, 1558, 1851, 1482, 463, 24673, 133894, 153337, 7417, 61164, 26480, 54784, 35894
2021-05-08, 159924, 1399, 8929, 27125, 1166., 0., 0., 5614., 0., 3127., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 910., 0., 0., 3372, 1577, 1850, 1473, 1778, 25888, 134036, 153393, 7404, 61175, 26494, 54787, 35904
